MasterID,MasterDate,MasterDate_rep,DevSet,SelectedSample,PSA2,New_Lat,New_Long,IndexScore,Index,BiostimVar,BiostimValue,BSPretty
114GV3469,114GV3469___2011-07-05,114GV3469___2011-07-05___1,Val,Selected,Wet,38.46394613,-122.9040555,0.833762308,CSCI,Phosphorus_as_P_mgPerL,0.204,Total P
114GV3469,114GV3469___2011-07-05,114GV3469___2011-07-05___1,Val,Selected,Wet,38.46394613,-122.9040555,0.833762308,CSCI,Chlorophyll_a_mgPerm2,69.6,Chl-a
114GV3469,114GV3469___2011-07-05,114GV3469___2011-07-05___1,Val,Selected,Wet,38.46394613,-122.9040555,0.833762308,CSCI,Ash_Free_Dry_Mass_mgPercm2,6.936,AFDM
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___1,Cal,Selected,Wet,38.4446767,-122.8877538,0.972633877,CSCI,Nitrogen_Total_mgPerL,0,Total N
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___1,Cal,Selected,Wet,38.4446767,-122.8877538,0.972633877,CSCI,Phosphorus_as_P_mgPerL,0.0748,Total P
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___1,Cal,Selected,Wet,38.4446767,-122.8877538,0.972633877,CSCI,Chlorophyll_a_mgPerm2,66.44,Chl-a
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___1,Cal,Selected,Wet,38.4446767,-122.8877538,0.972633877,CSCI,Ash_Free_Dry_Mass_mgPercm2,5.44,AFDM
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___2,Cal,Selected,Wet,38.4446767,-122.8877538,0.966369304,CSCI,Nitrogen_Total_mgPerL,0,Total N
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___2,Cal,Selected,Wet,38.4446767,-122.8877538,0.966369304,CSCI,Phosphorus_as_P_mgPerL,0.0748,Total P
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___2,Cal,Selected,Wet,38.4446767,-122.8877538,0.966369304,CSCI,Chlorophyll_a_mgPerm2,66.44,Chl-a
114GV5331,114GV5331___2011-07-06,114GV5331___2011-07-06___2,Cal,Selected,Wet,38.4446767,-122.8877538,0.966369304,CSCI,Ash_Free_Dry_Mass_mgPercm2,5.44,AFDM
115SC6093,115SC6093___2011-07-07,115SC6093___2011-07-07___1,Cal,Selected,Arid,38.35612748,-122.926292,0.786586162,CSCI,Nitrogen_Total_mgPerL,0.178,Total N
115SC6093,115SC6093___2011-07-07,115SC6093___2011-07-07___1,Cal,Selected,Arid,38.35612748,-122.926292,0.786586162,CSCI,Phosphorus_as_P_mgPerL,0.0718,Total P
115SC6093,115SC6093___2011-07-07,115SC6093___2011-07-07___1,Cal,Selected,Arid,38.35612748,-122.926292,0.786586162,CSCI,Chlorophyll_a_mgPerm2,81.57,Chl-a
115SC6093,115SC6093___2011-07-07,115SC6093___2011-07-07___1,Cal,Selected,Arid,38.35612748,-122.926292,0.786586162,CSCI,Ash_Free_Dry_Mass_mgPercm2,5.244,AFDM
403M01505,403M01505___2015-06-29,403M01505___2015-06-29___1,Cal,Selected,Arid,34.41709,-118.9255,0.663906363,CSCI,Nitrogen_Total_mgPerL,0.29,Total N
403M01505,403M01505___2015-06-29,403M01505___2015-06-29___1,Cal,Selected,Arid,34.41709,-118.9255,0.663906363,CSCI,Phosphorus_as_P_mgPerL,0.01,Total P
403M01505,403M01505___2015-06-29,403M01505___2015-06-29___1,Cal,Selected,Arid,34.41709,-118.9255,0.663906363,CSCI,Chlorophyll_a_mgPerm2,82,Chl-a
403M01505,403M01505___2015-06-29,403M01505___2015-06-29___1,Cal,Selected,Arid,34.41709,-118.9255,0.663906363,CSCI,Ash_Free_Dry_Mass_mgPercm2,8.2,AFDM
403M01505,403M01505___2015-06-29,403M01505___2015-06-29___1,Cal,Selected,Arid,34.41709,-118.9255,0.663906363,CSCI,PCT_MAP,31,% cover
403M01506,403M01506___2015-06-17,403M01506___2015-06-17___1,Cal,Selected,Arid,34.39739,-118.7935,0.760515355,CSCI,Nitrogen_Total_mgPerL,0.37,Total N
403M01506,403M01506___2015-06-17,403M01506___2015-06-17___1,Cal,Selected,Arid,34.39739,-118.7935,0.760515355,CSCI,Phosphorus_as_P_mgPerL,0.042,Total P
403M01506,403M01506___2015-06-17,403M01506___2015-06-17___1,Cal,Selected,Arid,34.39739,-118.7935,0.760515355,CSCI,Chlorophyll_a_mgPerm2,28.2655,Chl-a
403M01506,403M01506___2015-06-17,403M01506___2015-06-17___1,Cal,Selected,Arid,34.39739,-118.7935,0.760515355,CSCI,Ash_Free_Dry_Mass_mgPercm2,3.74603,AFDM
403M01506,403M01506___2015-06-17,403M01506___2015-06-17___1,Cal,Selected,Arid,34.39739,-118.7935,0.760515355,CSCI,PCT_MAP,49,% cover
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___1,Cal,Selected,Arid,34.54518,-118.4347,1.103875196,CSCI,Nitrogen_Total_mgPerL,0,Total N
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___1,Cal,Selected,Arid,34.54518,-118.4347,1.103875196,CSCI,Phosphorus_as_P_mgPerL,0.058,Total P
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___1,Cal,Selected,Arid,34.54518,-118.4347,1.103875196,CSCI,Chlorophyll_a_mgPerm2,4.2,Chl-a
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___1,Cal,Selected,Arid,34.54518,-118.4347,1.103875196,CSCI,Ash_Free_Dry_Mass_mgPercm2,4.4,AFDM
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___1,Cal,Selected,Arid,34.54518,-118.4347,1.103875196,CSCI,PCT_MAP,0,% cover
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___2,Cal,Selected,Arid,34.54518,-118.4347,1.011269664,CSCI,Nitrogen_Total_mgPerL,0,Total N
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___2,Cal,Selected,Arid,34.54518,-118.4347,1.011269664,CSCI,Phosphorus_as_P_mgPerL,0.058,Total P
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___2,Cal,Selected,Arid,34.54518,-118.4347,1.011269664,CSCI,Chlorophyll_a_mgPerm2,4.2,Chl-a
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___2,Cal,Selected,Arid,34.54518,-118.4347,1.011269664,CSCI,Ash_Free_Dry_Mass_mgPercm2,4.4,AFDM
403M05757,403M05757___2015-06-29,403M05757___2015-06-29___2,Cal,Selected,Arid,34.54518,-118.4347,1.011269664,CSCI,PCT_MAP,0,% cover
403M05771,403M05771___2015-04-30,403M05771___2015-04-30___1,Cal,Selected,Arid,34.69939,-118.7948,0.913512304,CSCI,Nitrogen_Total_mgPerL,0.41,Total N
403M05771,403M05771___2015-04-30,403M05771___2015-04-30___1,Cal,Selected,Arid,34.69939,-118.7948,0.913512304,CSCI,Phosphorus_as_P_mgPerL,0.034,Total P
403M05771,403M05771___2015-04-30,403M05771___2015-04-30___1,Cal,Selected,Arid,34.69939,-118.7948,0.913512304,CSCI,Chlorophyll_a_mgPerm2,17,Chl-a
403M05771,403M05771___2015-04-30,403M05771___2015-04-30___1,Cal,Selected,Arid,34.69939,-118.7948,0.913512304,CSCI,Ash_Free_Dry_Mass_mgPercm2,1.2,AFDM
403M05771,403M05771___2015-04-30,403M05771___2015-04-30___1,Cal,Selected,Arid,34.69939,-118.7948,0.913512304,CSCI,PCT_MAP,5,% cover
403R4S117,403R4S117___2015-04-28,403R4S117___2015-04-28___1,Cal,Selected,Arid,34.58697,-118.4526,0.791302756,CSCI,Nitrogen_Total_mgPerL,0.325,Total N
403R4S117,403R4S117___2015-04-28,403R4S117___2015-04-28___1,Cal,Selected,Arid,34.58697,-118.4526,0.791302756,CSCI,Phosphorus_as_P_mgPerL,0.449,Total P
403R4S117,403R4S117___2015-04-28,403R4S117___2015-04-28___1,Cal,Selected,Arid,34.58697,-118.4526,0.791302756,CSCI,Chlorophyll_a_mgPerm2,0.92,Chl-a
403R4S117,403R4S117___2015-04-28,403R4S117___2015-04-28___1,Cal,Selected,Arid,34.58697,-118.4526,0.791302756,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.623,AFDM
404ARRSEQ,404ARRSEQ___2012-06-06,404ARRSEQ___2012-06-06___1,Cal,Selected,Arid,34.08482915,-118.9117522,1.037974589,CSCI,Nitrogen_Total_mgPerL,0.324,Total N
404ARRSEQ,404ARRSEQ___2012-06-06,404ARRSEQ___2012-06-06___1,Cal,Selected,Arid,34.08482915,-118.9117522,1.037974589,CSCI,Phosphorus_as_P_mgPerL,0.056,Total P
404ARRSEQ,404ARRSEQ___2012-06-06,404ARRSEQ___2012-06-06___1,Cal,Selected,Arid,34.08482915,-118.9117522,1.037974589,CSCI,Chlorophyll_a_mgPerm2,12.6,Chl-a
404ARRSEQ,404ARRSEQ___2012-06-06,404ARRSEQ___2012-06-06___1,Cal,Selected,Arid,34.08482915,-118.9117522,1.037974589,CSCI,Ash_Free_Dry_Mass_mgPercm2,4.2,AFDM
404ARRSEQ,404ARRSEQ___2012-06-06,404ARRSEQ___2012-06-06___1,Cal,Selected,Arid,34.08482915,-118.9117522,1.037974589,CSCI,PCT_MAP,29,% cover
404R4S070,404R4S070___2015-05-27,404R4S070___2015-05-27___1,Val,Selected,Arid,34.04201,-118.8975,0.900794532,CSCI,Nitrogen_Total_mgPerL,0.0845,Total N
404R4S070,404R4S070___2015-05-27,404R4S070___2015-05-27___1,Val,Selected,Arid,34.04201,-118.8975,0.900794532,CSCI,Phosphorus_as_P_mgPerL,0.0221,Total P
404R4S070,404R4S070___2015-05-27,404R4S070___2015-05-27___1,Val,Selected,Arid,34.04201,-118.8975,0.900794532,CSCI,Chlorophyll_a_mgPerm2,15.7,Chl-a
404R4S070,404R4S070___2015-05-27,404R4S070___2015-05-27___1,Val,Selected,Arid,34.04201,-118.8975,0.900794532,CSCI,Ash_Free_Dry_Mass_mgPercm2,2.61,AFDM
515CR1050,515CR1050___2014-06-23,515CR1050___2014-06-23___1,Cal,Selected,Arid,39.39168856,-121.6233919,0.473189361,CSCI,Nitrogen_Total_mgPerL,0.0668,Total N
515CR1050,515CR1050___2014-06-23,515CR1050___2014-06-23___1,Cal,Selected,Arid,39.39168856,-121.6233919,0.473189361,CSCI,Phosphorus_as_P_mgPerL,0.0158,Total P
515CR1050,515CR1050___2014-06-23,515CR1050___2014-06-23___1,Cal,Selected,Arid,39.39168856,-121.6233919,0.473189361,CSCI,Chlorophyll_a_mgPerm2,2.12,Chl-a
515CR1050,515CR1050___2014-06-23,515CR1050___2014-06-23___1,Cal,Selected,Arid,39.39168856,-121.6233919,0.473189361,CSCI,Ash_Free_Dry_Mass_mgPercm2,0,AFDM
545CR1002,545CR1002___2014-09-02,545CR1002___2014-09-02___1,Val,Selected,Arid,36.90990576,-119.7718336,0.713426398,CSCI,Nitrogen_Total_mgPerL,0.0731,Total N
545CR1002,545CR1002___2014-09-02,545CR1002___2014-09-02___1,Val,Selected,Arid,36.90990576,-119.7718336,0.713426398,CSCI,Phosphorus_as_P_mgPerL,0.0136,Total P
545CR1002,545CR1002___2014-09-02,545CR1002___2014-09-02___1,Val,Selected,Arid,36.90990576,-119.7718336,0.713426398,CSCI,Chlorophyll_a_mgPerm2,8.9,Chl-a
545CR1002,545CR1002___2014-09-02,545CR1002___2014-09-02___1,Val,Selected,Arid,36.90990576,-119.7718336,0.713426398,CSCI,Ash_Free_Dry_Mass_mgPercm2,1.48,AFDM
603CR1048,603CR1048___2014-09-16,603CR1048___2014-09-16___1,Cal,Selected,Wet,37.41160862,-118.4543297,0.53825054,CSCI,Nitrogen_Total_mgPerL,0.524,Total N
603CR1048,603CR1048___2014-09-16,603CR1048___2014-09-16___1,Cal,Selected,Wet,37.41160862,-118.4543297,0.53825054,CSCI,Phosphorus_as_P_mgPerL,0.0628,Total P
603CR1048,603CR1048___2014-09-16,603CR1048___2014-09-16___1,Cal,Selected,Wet,37.41160862,-118.4543297,0.53825054,CSCI,Chlorophyll_a_mgPerm2,3.74,Chl-a
603CR1048,603CR1048___2014-09-16,603CR1048___2014-09-16___1,Cal,Selected,Wet,37.41160862,-118.4543297,0.53825054,CSCI,Ash_Free_Dry_Mass_mgPercm2,0.424,AFDM
902M18864,902M18864___2015-05-06,902M18864___2015-05-06___1,Val,Selected,Arid,33.49207,-117.2465,1.096022949,CSCI,Phosphorus_as_P_mgPerL,0.02,Total P
902M18864,902M18864___2015-05-06,902M18864___2015-05-06___1,Val,Selected,Arid,33.49207,-117.2465,1.096022949,CSCI,Chlorophyll_a_mgPerm2,59.1,Chl-a
